FIPS,2010 MR,2011 MR,2012 MR,2013 MR,2014 MR,2015 MR,2016 MR,2017 MR,2018 MR,2019 MR,2020 MR,2021 MR,2022 MR
47005,5.43,10.99,13.23,73.66,19.56,16.03,13.88,13.08,20.77,35.22,45.48,64.45,49.02
47007,17.76,18.35,14.16,20.63,18.42,16.96,25.57,19.28,19.08,22.45,0.0,52.06,63.7
47009,30.08,19.37,20.94,18.39,16.62,25.15,27.2,41.56,34.26,36.82,46.01,69.04,54.3
47011,21.22,16.99,24.72,19.64,23.31,19.21,15.31,28.42,27.17,18.5,34.84,45.39,37.97
47013,29.47,39.49,42.22,37.28,47.6,52.83,30.22,27.74,33.62,27.61,50.2,60.64,113.68
47015,0.0,11.68,16.11,16.26,29.98,23.8,24.89,24.83,27.14,31.84,46.14,75.59,43.68
47017,8.24,12.96,10.64,31.18,22.11,19.68,14.82,10.03,18.04,27.93,28.2,41.93,37.87
47019,22.64,26.23,17.44,19.09,17.58,21.24,33.63,37.18,30.17,24.83,26.59,46.32,60.27
47021,28.13,30.71,30.56,30.39,42.75,40.26,37.61,61.99,56.88,66.39,99.75,74.66,102.8
47023,5.94,24.92,5.35,0.0,46.39,31.72,9.6,9.2,11.68,11.12,47.03,43.44,38.99
47025,34.15,42.06,33.56,48.3,34.82,37.84,62.98,37.76,40.94,26.67,53.09,73.53,64.75
47027,5.34,29.74,43.68,14.75,22.21,9.44,21.05,24.5,24.83,16.06,42.19,41.51,56.52
47029,24.81,25.75,30.92,20.68,33.92,25.9,26.27,42.19,27.95,31.87,33.13,76.89,84.06
47031,7.15,11.83,24.43,15.84,22.68,23.95,31.09,29.07,34.11,24.77,29.5,42.35,41.86
47033,4.52,5.6,11.3,4.06,11.04,7.62,0.0,8.2,16.79,18.37,0.0,36.51,35.74
47035,23.19,17.66,22.8,21.73,27.59,26.68,33.0,23.7,16.76,21.48,19.48,73.66,70.84
47037,16.44,16.37,16.81,19.44,19.45,22.83,33.17,34.14,35.09,47.11,63.24,75.15,76.11
47039,5.1,21.19,12.05,59.12,30.31,23.64,7.91,8.97,12.23,20.05,45.36,50.0,42.12
47041,10.54,16.18,13.01,18.87,57.09,24.21,31.69,19.75,24.14,33.23,76.79,78.13,47.61
47043,11.29,17.55,17.64,29.84,23.73,34.96,40.25,31.08,29.94,50.05,60.69,74.15,57.39
47045,22.82,4.22,16.33,6.54,7.84,6.34,12.57,8.42,10.12,8.27,11.85,35.7,33.82
47047,4.85,2.65,6.65,0.0,7.61,11.23,15.72,11.66,10.28,20.6,35.96,44.36,34.38
47049,15.54,31.22,29.85,0.0,29.43,22.84,16.71,27.57,26.18,23.1,39.51,58.36,56.9
47051,10.34,12.99,19.33,24.31,26.57,33.78,15.55,25.45,22.69,23.69,25.89,36.33,27.31
47053,12.2,5.6,11.62,4.66,9.33,20.24,22.27,8.43,20.39,26.46,20.34,37.59,25.57
47055,15.77,10.02,22.67,11.54,22.43,34.55,19.23,17.82,20.6,25.43,31.46,36.02,36.0
47057,27.75,33.27,21.94,30.26,26.29,33.32,45.0,35.4,32.74,24.66,42.44,79.96,70.03
47059,17.43,21.63,29.06,20.51,29.27,25.67,23.32,30.52,33.29,26.06,17.25,63.72,53.22
47061,7.36,15.39,18.35,31.54,24.62,24.05,23.63,21.57,27.54,27.68,81.57,34.84,46.11
47063,31.98,42.82,39.84,17.44,36.49,26.81,34.49,23.34,15.49,29.26,29.18,63.6,53.71
47065,10.11,13.5,19.68,15.2,17.65,17.23,19.29,23.51,18.12,26.1,37.13,46.32,49.11
47067,28.26,37.92,0.0,40.88,0.0,33.16,48.37,32.92,32.23,0.0,45.35,65.13,59.28
47069,4.52,6.46,4.74,9.88,20.25,15.9,8.72,5.61,8.39,11.9,38.33,43.13,37.8
47071,9.3,38.65,11.67,69.14,46.39,42.71,8.47,6.55,11.11,10.71,62.54,44.62,44.32
47073,22.87,44.11,21.21,33.45,19.39,28.33,37.13,29.31,23.0,21.13,40.51,41.89,43.07
47075,0.0,0.0,9.9,0.0,13.22,0.0,15.63,0.0,17.82,22.95,22.34,41.07,38.79
47077,6.78,24.92,9.66,34.57,46.39,28.22,10.46,10.28,11.67,17.45,42.32,41.16,39.39
47079,8.3,6.87,11.35,31.0,16.83,14.14,13.97,6.54,30.9,40.19,43.67,31.02,42.9
47081,7.51,9.39,12.27,24.1,18.63,15.96,14.87,18.98,43.89,47.66,90.6,94.84,78.57
47083,7.44,14.43,15.6,39.21,18.71,23.52,24.48,16.35,27.57,42.49,51.35,68.29,48.06
47085,0.0,10.34,16.62,47.57,20.36,16.97,18.37,22.14,24.61,41.28,67.55,79.09,52.34
47087,11.99,44.11,21.26,17.8,28.27,14.97,36.84,20.19,23.84,23.82,52.71,38.68,53.22
47089,26.82,23.23,27.12,19.19,29.74,29.82,33.95,18.59,27.77,25.69,34.35,53.93,58.17
47091,22.13,19.3,20.39,24.11,20.83,27.4,33.82,20.76,19.7,23.6,56.03,44.12,77.41
47093,21.75,19.68,21.53,21.82,29.64,33.9,38.15,52.4,56.52,47.2,71.91,93.08,93.01
47095,27.81,0.0,18.98,4.98,0.0,0.0,0.0,2.13,0.0,0.0,0.0,34.34,31.19
47097,9.05,3.34,12.71,8.12,12.06,0.0,18.11,10.88,19.86,20.37,20.7,38.43,48.4
47099,12.5,8.62,35.64,11.74,22.2,20.89,11.38,25.35,25.15,31.72,31.51,35.69,41.84
47101,9.26,4.69,0.0,23.61,21.01,11.02,0.0,14.24,23.35,27.11,51.08,60.06,52.16
47103,13.58,10.01,16.78,9.65,21.79,18.83,17.75,22.16,20.41,20.63,28.95,38.63,27.91
47105,28.76,22.34,24.1,26.64,29.54,19.56,27.21,42.18,26.39,35.14,41.89,59.98,42.97
47107,34.44,22.85,26.28,28.66,24.7,19.0,24.6,30.26,20.64,22.31,64.57,53.65,49.34
47109,8.0,21.27,5.96,34.57,46.39,42.2,6.78,5.61,7.26,10.74,54.78,50.27,41.65
47111,8.93,17.0,11.85,16.02,17.32,11.45,37.42,21.35,21.49,28.56,48.33,38.97,61.0
47113,5.31,11.2,8.58,8.86,24.1,10.24,13.31,16.39,16.67,19.45,31.52,35.43,33.25
47115,10.34,14.17,21.88,38.77,22.95,24.53,15.95,22.93,21.2,34.59,42.06,38.09,65.31
47117,12.84,8.64,14.07,10.32,31.98,19.21,37.6,19.31,22.86,29.09,34.27,54.31,39.02
47119,18.53,8.23,18.29,11.94,23.39,17.09,22.23,17.36,24.38,29.05,31.13,49.64,36.06
47121,27.71,23.55,26.64,25.3,26.84,23.81,27.09,30.92,0.0,26.69,45.92,54.84,75.35
47123,22.46,32.69,22.47,24.94,17.72,26.22,45.68,21.63,38.83,34.38,29.68,59.96,73.31
47125,11.03,11.32,13.55,14.12,13.69,18.61,14.82,17.98,28.16,34.93,42.01,51.34,34.44
47127,10.89,10.67,21.15,0.0,23.27,0.0,0.0,26.92,28.27,0.0,29.06,41.07,31.49
47129,28.29,27.48,27.84,23.6,31.04,46.52,32.33,42.27,36.42,29.13,53.33,61.16,56.54
47131,9.27,0.0,10.39,1.66,0.0,5.66,11.61,0.71,5.1,6.62,5.08,31.92,30.19
47133,8.3,67.66,33.69,11.56,29.12,10.06,17.67,22.15,25.78,20.9,45.98,42.73,48.44
47135,0.0,0.0,9.63,45.79,20.0,0.0,0.0,13.84,0.0,24.92,58.07,67.72,53.57
47137,0.0,34.26,55.86,15.27,33.52,0.0,0.0,29.36,27.06,20.89,45.01,56.65,61.51
47139,32.86,35.83,24.19,30.65,23.41,21.48,25.01,26.2,27.92,0.0,39.74,50.11,48.15
47141,16.59,20.56,17.77,23.12,29.66,20.12,17.12,16.74,25.37,18.69,45.72,27.1,35.2
47143,37.73,23.89,23.76,26.07,28.45,26.95,31.85,29.9,22.36,42.21,29.9,36.21,71.15
47145,35.07,40.86,35.53,37.7,41.71,39.81,49.17,41.48,54.57,24.35,63.15,92.61,107.11
47147,15.82,20.86,14.94,16.32,16.16,21.88,24.97,24.22,19.71,37.6,59.49,43.19,47.7
47149,11.04,7.07,11.3,15.3,12.11,18.75,18.17,20.49,27.39,28.59,37.43,40.04,36.05
47151,16.88,22.73,38.92,25.04,34.22,33.67,21.94,37.68,31.35,24.28,51.08,68.94,79.19
47153,9.29,16.0,13.93,26.54,16.73,13.92,23.18,14.91,21.62,22.16,36.87,39.08,54.84
47155,27.81,15.31,16.21,19.24,18.93,29.18,25.86,32.77,46.99,36.64,51.39,72.35,70.86
47157,14.55,10.59,14.03,14.9,15.98,20.68,21.19,22.2,16.78,29.34,48.4,60.36,63.84
47159,11.09,19.43,11.76,18.73,26.87,18.26,56.56,21.67,22.72,31.87,64.09,45.92,63.45
47161,8.94,11.16,12.94,33.48,21.88,19.81,17.61,0.0,26.85,27.22,36.77,79.39,41.8
47163,15.94,14.61,16.58,22.99,28.02,22.32,27.45,26.72,36.79,15.16,37.79,46.46,47.88
47165,12.45,13.44,9.03,14.21,16.21,13.64,21.66,21.79,22.98,24.57,34.77,46.37,29.92
47167,6.47,4.41,10.34,16.24,11.79,24.24,30.99,24.44,24.36,32.47,37.15,45.9,42.17
47169,0.0,0.0,10.82,15.72,0.0,0.0,34.61,23.36,21.44,33.37,50.13,43.92,49.32
47171,19.39,21.15,21.94,18.51,21.49,23.57,30.13,56.31,28.5,28.56,29.1,56.5,53.82
47173,28.0,27.7,22.89,30.73,33.97,39.72,52.25,47.26,40.35,35.26,74.31,109.78,83.12
47175,0.0,18.01,0.0,22.47,0.0,0.0,29.54,0.0,17.92,0.0,26.82,47.9,60.7
47177,5.64,15.99,13.17,21.79,25.67,18.32,24.68,16.84,25.83,25.7,33.65,24.08,49.97
47179,20.33,16.89,15.99,15.13,19.01,23.75,29.03,25.82,17.11,21.64,33.75,43.21,49.94
47181,7.04,14.35,15.09,46.67,27.4,19.65,5.83,0.0,15.91,0.0,48.38,40.14,42.66
47183,7.16,1.87,8.44,6.39,5.66,11.82,13.23,3.05,13.66,17.73,17.27,36.85,28.74
47185,13.26,18.1,11.4,20.99,28.58,17.87,41.27,13.48,22.0,40.23,54.14,50.63,64.14
47187,6.0,10.61,8.81,7.04,8.77,11.81,11.87,13.26,17.26,15.1,12.23,16.03,17.64
47189,16.67,16.29,12.61,17.22,20.74,28.7,25.61,24.92,19.91,42.17,53.33,41.47,42.89
48001,14.37,6.79,6.96,6.36,6.73,17.37,9.12,11.1,10.33,14.65,17.3,30.82,15.66
48003,11.59,13.78,5.8,10.17,9.87,6.21,7.56,6.16,8.22,9.6,18.04,21.54,17.21
48005,19.1,15.97,12.0,4.95,11.81,11.33,14.81,12.53,14.93,11.2,12.67,30.06,25.26
48007,11.68,18.64,8.34,15.79,17.07,18.63,8.72,21.32,7.18,12.42,12.8,14.02,40.09
48009,0.0,4.78,4.89,3.98,8.43,4.68,3.6,6.19,5.55,0.0,3.75,7.68,0.0
48011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36
48013,3.86,4.96,1.85,2.04,2.59,4.23,4.03,4.21,4.12,3.4,4.15,3.67,12.21
48015,3.6,2.2,2.41,6.0,1.75,6.93,4.56,0.0,8.15,11.67,4.76,11.36,13.68
48017,2.3,0.0,0.0,4.51,0.0,1.54,0.0,0.0,0.0,2.79,0.0,12.4,16.38
48019,5.92,9.28,4.79,0.0,2.59,0.0,5.95,4.11,4.06,4.4,8.28,5.84,13.36
48021,4.82,13.31,5.59,13.19,14.09,8.87,9.25,8.05,10.02,4.68,16.38,12.74,12.24
48023,2.66,3.26,0.0,0.0,3.93,2.58,0.0,2.02,2.73,2.07,0.0,3.79,0.0
48025,10.03,0.0,0.0,3.78,0.0,10.46,3.99,7.12,3.59,0.0,0.0,3.51,14.8
48027,8.38,7.3,9.29,7.65,6.08,8.06,5.29,11.79,12.93,7.99,12.16,16.86,16.74
48029,11.37,15.03,11.09,10.18,10.35,10.43,11.61,10.72,11.48,13.13,14.21,18.34,22.29
48031,8.35,0.0,10.08,8.43,5.89,8.44,0.0,8.05,0.0,7.09,11.88,0.0,18.11
48033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48035,5.83,3.7,7.01,6.8,0.0,7.53,0.0,5.49,6.86,10.13,18.91,15.05,13.96
48037,4.04,4.25,14.49,1.12,4.6,5.38,12.15,11.7,10.6,3.73,6.89,23.1,20.64
48039,8.62,13.75,12.32,9.39,5.91,8.66,9.6,10.76,10.26,10.95,11.3,20.02,17.78
48041,6.67,9.61,0.0,5.91,11.47,9.3,4.99,6.96,3.49,5.67,9.03,9.28,9.09
48043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48047,0.0,0.0,2.31,0.0,3.12,0.86,0.0,0.65,0.0,2.62,0.0,4.97,13.86
48049,0.0,0.44,0.66,0.0,0.0,0.0,0.92,0.0,0.0,0.72,0.0,0.0,3.66
48051,3.61,7.23,0.74,2.96,6.94,7.42,1.66,6.84,3.27,2.84,10.37,4.64,12.07
48053,5.53,6.07,7.91,7.62,4.46,6.45,5.95,6.97,6.59,6.67,8.56,10.14,20.95
48055,7.17,8.79,0.0,11.12,9.93,8.74,9.31,8.62,10.12,0.0,12.08,14.51,14.87
48057,5.84,17.88,6.89,16.78,6.5,13.64,4.36,9.39,0.0,14.96,4.27,7.01,24.83
48059,0.0,2.64,0.0,2.24,3.52,2.65,3.66,2.74,0.0,2.9,2.16,8.37,9.2
48061,3.45,2.66,4.81,4.17,2.41,4.26,2.84,4.25,3.77,6.38,4.48,6.15,7.53
48063,0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,5.2,0.0,10.35,0.0,18.42
48065,1.48,2.32,0.0,0.0,0.0,0.0,4.59,0.0,4.56,0.0,0.0,0.0,7.34
48067,6.68,5.64,7.9,0.0,5.99,9.16,6.78,8.36,7.79,6.57,8.49,24.24,14.59
48069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,12.06
48071,16.16,13.59,12.46,10.73,12.68,13.77,12.78,13.79,0.0,25.09,21.18,32.74,24.37
48073,12.26,8.57,8.6,7.54,9.13,15.87,10.37,10.78,10.57,12.66,13.9,20.47,17.07
48075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48077,14.0,13.67,14.14,0.0,13.66,4.3,12.38,9.72,14.93,4.66,14.26,10.76,14.39
48079,0.0,0.0,0.0,0.0,6.12,0.0,9.03,0.0,6.05,0.0,0.0,0.0,0.0
48081,0.0,0.0,0.0,0.0,0.0,0.0,3.59,3.11,0.0,0.0,0.0,0.0,5.04
48083,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,7.73
48085,7.54,8.5,7.91,7.02,7.91,7.88,9.05,7.22,7.16,7.44,9.23,10.46,10.44
48087,0.0,0.0,0.07,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48089,0.0,0.0,1.2,8.44,0.0,7.14,2.28,0.0,7.74,18.19,0.0,5.68,10.64
48091,18.44,9.82,14.86,8.22,8.19,10.07,13.35,11.35,10.11,8.96,12.14,10.76,13.0
48093,0.0,0.0,0.33,0.0,0.0,0.0,0.46,0.0,0.0,5.1,0.0,0.0,0.0
48095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52
48097,13.27,15.14,8.38,14.01,25.8,8.16,12.04,12.22,11.39,10.18,9.98,12.15,9.61
48099,5.77,4.11,6.73,4.62,4.22,9.12,4.45,6.85,8.5,9.45,12.71,9.41,11.76
48101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48103,3.65,0.0,0.0,0.0,0.0,0.0,2.54,3.34,0.0,0.0,0.0,0.0,8.16
48105,1.05,0.36,0.0,1.17,0.0,0.65,0.0,0.0,0.0,0.76,1.73,0.0,2.12
48107,1.43,1.16,0.0,1.78,0.0,0.0,2.44,2.15,0.0,3.14,0.0,0.0,0.0
48109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96,0.0
48111,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48113,8.99,9.93,10.84,9.96,13.46,11.36,12.43,12.87,12.93,13.09,17.15,21.81,22.03
48115,0.0,3.67,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,3.79,0.0
48117,3.24,2.62,4.03,5.03,3.29,0.0,0.0,5.76,0.0,7.09,17.5,0.0,20.36
48119,13.74,9.78,0.0,10.25,0.0,0.0,0.0,5.82,14.11,14.07,0.0,8.43,22.01
48121,8.0,10.49,7.92,6.72,6.64,7.56,8.56,8.61,6.4,7.44,8.38,11.15,11.36
48123,0.0,9.63,4.11,5.92,1.56,9.59,0.73,5.43,6.62,0.0,0.0,3.19,6.95
48125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48127,3.73,0.0,4.24,0.0,2.06,0.0,9.4,0.0,4.17,0.0,10.41,3.86,14.37
48129,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48131,4.23,1.48,2.55,2.21,2.84,0.0,4.59,0.0,1.39,2.47,5.45,0.0,16.33
48133,0.58,1.5,0.81,0.45,0.7,0.0,0.0,1.33,0.0,2.93,0.0,2.09,11.61
48135,10.94,12.13,11.78,12.72,21.44,8.15,10.16,13.37,11.72,15.04,19.08,22.35,21.76
48137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48139,8.02,9.21,6.49,7.69,13.95,7.33,8.31,12.67,6.69,8.12,10.95,8.88,12.25
48141,6.87,7.68,7.37,8.82,9.12,7.3,9.91,11.07,9.75,11.44,15.45,17.4,17.15
48143,3.46,1.5,3.89,8.12,4.22,4.52,2.35,5.22,0.53,8.28,11.43,6.94,15.18
48145,0.0,6.16,10.09,6.93,0.0,6.08,0.0,6.85,8.5,9.45,12.82,14.32,13.61
48147,12.23,16.63,13.2,13.42,10.26,10.01,13.75,10.48,13.24,12.36,9.46,12.91,19.5
48149,0.0,0.0,1.47,7.22,6.76,7.83,4.08,4.4,8.34,6.59,6.99,7.57,10.65
48151,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,4.58
48153,0.0,0.0,0.0,0.0,2.18,0.0,3.19,0.0,0.0,0.0,2.22,2.44,0.0
48155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48157,5.81,6.59,3.03,2.76,5.25,4.75,6.75,5.36,6.6,6.16,9.17,9.09,12.48
48159,0.0,0.0,0.0,3.46,2.89,4.98,0.0,0.0,8.27,4.69,7.63,0.0,20.48
48161,13.46,8.96,0.0,9.53,0.0,0.0,10.87,7.4,9.75,16.68,0.0,23.04,14.45
48163,0.0,0.12,0.0,0.0,0.0,0.0,5.41,2.57,2.76,0.0,4.12,0.0,12.96
48165,7.53,12.24,2.29,6.86,0.0,0.0,6.91,0.0,0.0,0.0,11.03,13.62,12.6
48167,18.88,15.55,13.31,12.39,14.96,16.76,15.18,16.42,16.57,15.78,23.76,23.94,24.36
48169,0.0,0.0,1.34,0.0,1.82,0.0,0.0,0.0,0.0,3.18,1.68,0.0,2.62
48171,0.61,6.45,3.84,3.16,1.18,3.57,0.0,2.95,0.73,2.78,9.78,0.0,13.86
48173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48175,3.32,8.56,3.29,0.0,0.0,11.37,1.54,5.85,4.87,0.0,0.0,1.95,0.0
48177,3.26,7.43,2.54,5.28,5.66,8.17,3.3,5.38,8.57,4.61,4.41,8.48,7.64
48179,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.65,0.0,0.0,0.0,2.59
48181,14.89,19.77,17.22,17.16,12.95,8.77,17.35,11.44,8.96,8.81,11.57,17.94,17.47
48183,10.01,10.56,9.78,11.11,4.8,8.97,8.08,7.03,8.08,12.91,9.66,10.47,14.06
48185,8.61,7.41,0.0,6.22,9.47,9.99,4.3,10.55,8.99,7.27,13.64,13.54,15.09
48187,9.12,8.84,8.58,7.52,8.83,7.27,6.44,9.4,6.72,7.79,9.96,9.04,8.75
48189,1.74,1.87,1.34,2.85,3.27,1.94,4.46,2.87,4.71,2.9,3.18,3.41,7.17
48191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48193,2.51,0.0,2.99,0.0,1.84,3.04,1.64,0.0,2.12,8.47,6.3,2.25,7.62
48195,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
48197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48199,21.96,19.91,23.55,10.82,17.98,15.33,12.04,18.09,12.66,14.33,17.15,22.82,26.42
48201,10.87,9.21,8.65,9.89,9.07,10.11,11.37,11.52,12.6,13.05,18.8,22.65,22.69
48203,8.76,7.28,6.75,6.84,4.24,9.71,6.84,9.22,7.3,10.59,9.77,17.35,15.72
48205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,8.77
48207,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48209,10.18,7.31,9.42,6.25,5.4,7.19,9.29,8.39,10.78,4.34,5.39,15.66,13.0
48211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
48213,15.28,9.64,13.91,12.71,20.18,18.86,12.52,14.8,20.66,20.55,16.71,16.73,17.75
48215,2.19,2.51,2.23,4.17,2.41,3.21,3.18,3.25,3.93,4.26,6.74,3.86,5.52
48217,8.61,7.37,8.32,7.0,7.83,6.56,6.85,7.75,10.89,9.76,27.02,41.13,13.61
48219,2.12,1.62,0.0,3.72,3.64,2.58,5.33,0.0,5.77,4.01,3.23,7.97,8.9
48221,8.0,6.0,8.21,24.57,20.4,10.72,8.57,20.59,4.65,10.37,25.19,13.95,18.08
48223,28.44,8.26,7.94,8.04,7.43,5.56,4.34,6.39,11.17,11.65,8.52,10.46,22.22
48225,15.43,0.0,3.49,0.0,0.0,12.86,8.6,12.7,10.12,5.55,14.46,20.34,17.06
48227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0
48229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24
48231,12.77,12.71,11.19,16.08,10.76,11.13,13.03,12.78,11.4,13.23,17.03,14.82,23.09
48233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
48235,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
48237,8.24,0.0,0.0,7.82,11.46,6.67,8.3,13.3,7.71,7.35,9.06,10.6,12.54
48239,1.95,11.67,6.0,13.15,0.98,9.2,3.01,0.0,5.68,18.84,0.0,5.71,15.9
48241,24.67,14.73,16.9,8.46,13.35,8.69,8.3,18.21,11.01,16.61,20.66,29.05,22.05
48243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48245,15.06,13.84,13.5,9.91,13.88,10.62,11.78,12.88,12.16,12.72,23.59,28.38,25.91
48247,4.2,0.0,0.0,0.0,3.08,0.0,5.16,0.0,0.0,0.0,7.72,3.86,17.82
48249,10.01,6.58,5.98,6.55,9.79,6.5,5.81,7.32,4.62,4.74,8.54,10.52,30.91
48251,8.61,7.86,10.43,7.11,10.8,8.75,11.02,9.56,13.42,10.24,15.04,10.68,16.37
48253,2.13,0.0,1.75,2.24,2.93,2.65,3.05,1.96,0.0,0.0,2.16,4.98,6.53
48255,5.01,5.63,0.0,0.0,2.78,6.58,1.91,0.0,5.07,0.0,0.0,4.45,9.31
48257,10.72,9.49,11.24,13.82,15.28,13.08,10.14,12.21,13.99,17.63,9.78,12.68,14.5
48259,10.14,10.45,9.01,6.13,4.7,6.83,6.24,7.36,4.51,7.36,13.39,7.28,17.8
48261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48265,2.15,22.1,0.0,1.23,0.0,1.71,2.03,0.0,0.24,0.0,18.91,1.46,7.5
48267,0.0,3.68,0.0,0.0,0.0,0.73,0.0,0.0,0.16,0.0,4.73,0.0,0.0
48269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48273,5.0,6.21,8.34,5.49,8.85,6.5,0.0,7.32,4.78,6.21,8.54,14.02,19.02
48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48277,12.99,17.31,13.62,13.41,20.19,10.76,15.55,5.24,19.33,16.6,4.73,9.88,23.24
48279,0.0,1.62,1.34,3.57,3.42,2.25,3.33,2.56,5.24,0.0,2.22,6.58,8.03
48281,0.0,2.91,0.0,3.32,2.57,4.44,3.81,4.27,0.0,6.03,6.24,6.75,12.36
48283,0.0,0.0,0.0,2.55,0.0,1.85,6.63,3.64,0.0,2.44,7.74,0.0,12.29
48285,0.0,7.2,0.0,9.66,2.48,9.03,0.0,4.33,8.22,10.9,0.0,0.0,0.0
48287,0.0,7.3,0.0,0.0,8.01,7.24,3.96,6.07,5.69,0.0,11.31,0.0,13.03
48289,11.46,6.43,1.74,5.45,4.55,6.67,3.97,7.3,0.0,6.71,10.7,19.75,11.97
48291,19.83,15.75,14.37,8.07,12.8,17.58,12.04,14.34,9.28,15.87,18.57,27.66,24.51
48293,8.53,7.07,5.83,7.06,4.0,0.0,5.57,0.0,7.99,10.11,12.7,22.37,13.06
48295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48297,7.6,2.02,0.0,0.0,5.28,5.06,4.05,4.7,0.0,0.0,0.0,0.0,17.17
48299,1.84,2.5,3.96,3.84,0.0,3.72,1.53,2.32,2.2,2.22,5.42,2.03,19.53
48301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48303,8.61,8.1,8.05,11.41,10.89,9.68,12.21,15.07,16.26,14.49,11.12,14.63,15.75
48305,2.01,0.0,1.88,0.0,0.0,0.0,2.93,0.0,3.25,4.63,0.0,3.66,0.0
48307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48309,8.94,5.03,10.89,6.21,6.57,10.18,8.07,8.76,12.57,10.91,13.48,11.78,10.49
48311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48313,10.31,5.98,0.0,3.79,6.53,9.56,0.0,10.16,6.56,0.0,12.18,15.11,13.13
48315,7.65,0.0,6.7,0.0,4.05,10.94,5.03,7.25,10.27,7.95,10.02,16.04,13.98
48317,4.09,6.12,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,6.91,7.28,0.0
48319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33
